Time,Detected Intent,Original Transcription,Final Response,Log Count
"2026-01-12 23:11:49","mobile_topup","If there is no speech in the audio, return empty text.","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '48f2d43f-ef69-49a2-a1ae-65ce1ebdaecb.wav'}","19"
"2026-01-12 23:11:40","send_money","Send 500 rupees to Muhammad Ahmed Rashid UBL account.","{'id': '164628020', 'type': 'send_money', 'amount': 500.0, 'detected_language': 'english', 'name': 'MUHAMMAD AHMED', 'bankName': 'Easypaisa', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': 'c58c8cc1-1f63-4bad-bc82-dd38b3d740c0.wav'}","23"
"2026-01-12 23:10:59","unknown","کاشف صفا","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '2aff2671-7fda-402a-b37d-7a664d08e7a2.wav'}","19"
"2026-01-12 23:10:40","unknown","میرا نام آرہ بندر۔","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '524db8ae-5fd6-44c0-bb47-472b19fb5959.wav'}","19"
"2026-01-12 23:10:07","unknown","محمد ارشد","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '62c26575-df23-4e3d-a118-89ebc9d89c70.wav'}","19"
"2026-01-12 23:09:56","","","","5"
"2026-01-12 23:09:51","unknown","محمد ارشد","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': 'eb8ee6c5-eca5-49c6-800e-bbc67fb56e03.wav'}","19"
"2026-01-12 23:09:31","send_money","Send five thousand to Sana.","{'id': '120903794', 'type': 'send_money', 'amount': 5000.0, 'detected_language': 'english', 'name': 'SANA MUKHTIAR AHMED', 'bankName': 'ABL', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '493abddb-54ae-412a-933e-e752f15dba8d.wav'}","23"
"2026-01-12 23:08:45","pay_bill","سینٹ سکس ہنڈرڈ تو محمود ناصر نیاپے","{'id': '', 'type': 'pay_bill', 'amount': 600, 'detected_language': 'english', 'name': '', 'bankName': '', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '5c131479-440e-419f-b9db-357cdfa2abf0.wav'}","21"
"2026-01-12 23:06:35","unknown","عیاز احمد","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': 'c7805b5a-0f74-41ac-a63d-0be0be92bff7.wav'}","19"
"2026-01-12 23:06:28","unknown","عیاز احمد","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '487e8e0d-df7f-46e6-95d0-c54d28e17e13.wav'}","19"
"2026-01-12 23:06:21","download_statement","میری بینک اسٹیٹمنٹ بتاؤ اس مہینے کی، دسمبر کی۔","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'urdu', 'file_id': 'bdde586e-d2ad-4c4b-a312-4ceeeddb546a.wav'}","20"
"2026-01-12 23:06:10","download_statement","میرا بینک اسٹیٹمنٹ کھولو۔ میری بینک اسٹیٹمنٹ بتاؤ۔","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'urdu', 'file_id': '62c4693c-236b-4598-8bc8-5e16839adec9.wav'}","20"
"2026-01-12 23:05:09","send_money","سینسکس تھاؤزن فائیو ہنڈرڈ ٹو حریر علی","{'id': '202702737', 'type': 'send_money', 'amount': 5500, 'detected_language': 'english', 'name': 'Hurair Ali', 'bankName': 'Easypaisa', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': 'ccd2003e-1242-426b-8828-735cd4154ab3.wav'}","26"
"2026-01-12 23:04:51","pay_bill","If there is no speech in the audio, return empty text. CRITICAL: The audio may contain URDU or ENGLISH speech. Mentioned names are typically Pakistani names.Transcribe the Pakistani names in the audio correctly.The audio is a financial command for sending/transferring money. Commands may include: money transfers, bill payments, mobile top-ups, or statement requests. Numbers and amounts may be spoken in either language — always convert them into numeric digits. Mentioned names are typically Pakistani names.Focus on capturing beneficiary names, and bank names correctly. Ignore filler words.","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '36a1438f-3069-4397-9310-1163866a383a.wav'}","19"
"2026-01-12 23:04:22","send_money","حریر علی کو چھ ہزار پانچ سو روپے سینڈ کر دو۔","{'id': '202702737', 'type': 'send_money', 'amount': 6500, 'detected_language': 'urdu', 'name': 'Hurair Ali', 'bankName': 'Easypaisa', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '92b2c1f7-ebe7-435b-9745-7a4a969d40f9.wav'}","26"
"2026-01-12 23:03:29","unknown","میک اپیملک ٹو فیصل بینک","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '520cc22e-b271-4368-a121-65a00b867c48.wav'}","19"
"2026-01-12 23:03:12","send_money","اگر آڈیو میں کوئی تقریر نہیں ہے تو خالی متن واپس کریں۔ اہم: آڈیو میں اردو یا انگریزی تقریر ہو سکتی ہے۔ مذکورہ نام عام طور پر پاکستانی نام ہیں۔ آڈیو میں پاکستانی ناموں کو صحیح طریقے سے نقل کریں۔ آڈیو ایک مالیاتی حکم ہے رقم بھیجنے/منتقل کرنے کے لیے۔ احکامات میں شامل ہو سکتے ہیں: رقم کی منتقلی، بل کی ادائیگی، موبائل ٹاپ اپ، یا بیان کی درخواست۔ نمبر اور مقداریں کسی بھی زبان میں بولی جا سکتی ہیں — ہمیشہ انہیں عددی اعداد میں تبدیل کریں۔ مذکورہ نام عام طور پر پاکستانی نام ہیں۔ فائدہ اٹھانے والے کے نام اور بینک کے نام کو صحیح طریقے سے پکڑنے پر توجہ دیں۔ فلر الفاظ کو نظر انداز کریں۔","{'type': 'mobile_topup', 'id': '', 'amount': 1.0, 'detected_language': 'urdu', 'name': '', 'bankName': '', 'mobileNumber': '', 'billType': '', 'billName': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '687aaf46-3d31-4e66-a6f4-efd37a1d8db1.wav'}","24"
"2026-01-12 22:59:49","unknown","ایزی پیسہ۔","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '66ba1a46-7341-48a3-9867-96a89f624673.wav'}","19"
"2026-01-12 22:50:12","send_money","ایک ہزار پین منہ میں رشید کو بھی دو۔","{'id': '', 'type': 'send_money', 'amount': 1000.0, 'detected_language': 'urdu', 'name': '', 'bankName': '', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '57b3badf-a3f6-4dfe-a0db-4cd34d7f37ab.wav'}","24"
"2026-01-12 22:49:22","unknown","Hey, how's you?","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '746cc940-c8d6-4393-ad74-6e16fa38d12f.wav'}","17"
"2026-01-12 22:47:50","unknown","What you are doing?","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '191c2a36-3a36-4173-bf57-05a7e280941d.wav'}","17"
"2026-01-12 22:41:21","unknown","اکانچوں میں","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'urdu', 'file_id': 'cd368a23-cb0e-4f12-bdb7-32f214f59e8d.wav'}","19"
"2026-01-12 22:40:41","send_money","Send ten thousand to Arsalan Naveed UBL.","{'id': '68397965', 'type': 'send_money', 'amount': 10000.0, 'detected_language': 'english', 'name': 'ARSLAN NAVEED', 'bankName': 'UBL', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': 'cc9a5a27-20ff-4b39-9d15-294e54f87b4a.wav'}","23"
"2026-01-12 22:40:24","send_money","سن ٹین ہزار ٹوورسلان نوید یو بی ایل","{'id': '194684876', 'type': 'send_money', 'amount': 10000, 'detected_language': 'english', 'name': 'ABDUL SAMI', 'bankName': 'UBL', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '2ff3f371-2802-46b0-b148-61ad97d59c71.wav'}","26"
"2026-01-12 22:40:09","","","","5"
"2026-01-12 22:40:04","mobile_topup","If there is no speech in the audio, return empty text.","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': 'ca8f9a86-80e9-443b-9767-ab41f4e691bd.wav'}","19"
"2026-01-12 22:39:09","send_money","Transfer 990 rupees to Ahmed Yar.","{'id': '157869115', 'type': 'send_money', 'amount': 990.0, 'detected_language': 'english', 'name': 'AHMAD YAR', 'bankName': 'ABL', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '00e47c28-d6a4-404c-94c1-e06496f811de.wav'}","23"
"2026-01-12 22:36:36","download_statement","I just want to check out my balance.","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '8749417b-4b56-4ee6-953a-941e1cadabef.wav'}","18"
"2026-01-12 22:36:23","unknown","مجھے اپنا بیلنس چیک آؤٹ کرنا ہے۔","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'urdu', 'file_id': '1cf83417-04f3-418c-859b-a07f3fab0d28.wav'}","19"
"2026-01-12 22:34:27","unknown","فنٹرانسفر گل گارمنٹس","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': 'b3dbb740-055f-44ba-b00a-bd1868a29536.wav'}","19"
"2026-01-12 22:33:59","unknown","عاطف شہزاد","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '95093a59-ce83-4a8c-9960-3ae94c89e5e0.wav'}","19"
"2026-01-12 22:33:50","unknown","ہلو","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '1dbc32a9-f400-4404-a15d-efdb9914715e.wav'}","19"
"2026-01-12 22:33:48","mobile_topup","If there is no speech in the audio, return empty text.","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': '3f8fbf62-b96f-41b9-afa7-eb5ac7dafecf.wav'}","19"
"2026-01-12 22:33:41","unknown","عاطف شہزاد","{'type': 'unknown', 'id': '', 'name': '', 'bankName': '', 'amount': 0, 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'detected_language': 'english', 'file_id': 'b7bc5e36-1d58-416b-89ef-63f3dc334fe4.wav'}","19"
"2026-01-12 22:32:12","pay_bill","مومن شہباز کا بل ادا کریں۔","{'id': '11775226976', 'type': 'pay_bill', 'amount': 0, 'detected_language': 'urdu', 'name': '', 'bankName': '', 'billType': 'GEPCO', 'billName': 'Shahbaz', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': 'b8b05b22-8df6-4462-936d-4a1c1ee021bd.wav'}","23"
"2026-01-12 22:31:21","pay_bill","محمد انایت کا بل ادا کر دیں۔","{'id': '11775226974', 'type': 'pay_bill', 'amount': 0, 'detected_language': 'urdu', 'name': '', 'bankName': '', 'billType': 'GEPCO', 'billName': 'Muhammad Inayat', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': 'a62a6159-4533-4ecb-ae5b-25dad038fd8e.wav'}","23"
"2026-01-12 22:30:49","pay_bill","محمد شہباز اور محمد انایت کا بل ادا کر دیں۔","{'id': '11775226976', 'type': 'pay_bill', 'amount': 0, 'detected_language': 'urdu', 'name': '', 'bankName': '', 'billType': 'GEPCO', 'billName': 'Shahbaz', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '871d0dcf-aabc-4435-886b-67d41d2d8d91.wav'}","23"
"2026-01-12 22:30:36","send_money","Transfer money to.","{'id': '', 'type': 'send_money', 'amount': 0, 'detected_language': 'english', 'name': '', 'bankName': '', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '715a78bb-6afe-4d5b-9482-eb805d879107.wav'}","23"
"2026-01-12 22:28:15","send_money","Please send money to Rana Mobile.","{'id': '213173838', 'type': 'send_money', 'amount': 0, 'detected_language': 'english', 'name': 'RANA MOBILES', 'bankName': 'Alfalah ', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '716a8df8-71e7-4826-9d00-838104ebf3d4.wav'}","24"
"2026-01-12 22:27:59","send_money","Please send money to Ans.","{'id': '132491994', 'type': 'send_money', 'amount': 0, 'detected_language': 'english', 'name': 'ANAS MEHMOOD', 'bankName': 'UBL', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '2ce04962-65b6-41a1-af64-d15bf9e6a187.wav'}","24"
"2026-01-12 22:27:59","send_money","Send hundred rupees to Haseeb Ahmed.","{'id': '116330711', 'type': 'send_money', 'amount': 100.0, 'detected_language': 'english', 'name': 'HASEEB AHMAD', 'bankName': 'ABL', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '85559af1-fae0-480a-850e-109e0f3dd48d.wav'}","23"
"2026-01-12 22:27:45","send_money","ہیلو، پیمنٹ سینڈ ٹو انیس","{'id': '', 'type': 'send_money', 'amount': 19.0, 'detected_language': 'english', 'name': '', 'bankName': '', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': '32eb6a76-faa5-4f0e-8a29-278108157ec9.wav'}","24"
"2026-01-12 22:27:41","send_money","محمد شاہ زیب کو ایزی پیسہ میں بائیس سو روپے سینڈ کر دو۔","{'id': '202651307', 'type': 'send_money', 'amount': 2200, 'detected_language': 'urdu', 'name': 'MUHAMMAD SHAH ZAIB', 'bankName': 'Easypaisa', 'billType': '', 'billName': '', 'mobileNumber': '', 'statement_period_month': '', 'statement_period_year': '', 'file_id': 'b0f3a87e-d10a-4c96-a622-6f9c0c43c4da.wav'}","26"
